emp_no,first_name,last_name,birth_date,from_date,to_date,title,dept_no,dept_name
14754,Leon,Garnham,5/27/1964,5/20/1998,1/1/9999,Engineer,d005,Development
14757,Kerhong,Eiter,1/26/1964,6/22/1992,1/1/9999,Senior Staff,d003,Human Resources
14769,Paraskevi,Demeyer,1/28/1964,8/15/1996,1/1/9999,Senior Engineer,d006,Quality Management
14779,Xianlong,Benaini,1/12/1964,5/2/1992,1/1/9999,Engineer,d005,Development
14783,Gennadi,Fasbender,7/26/1964,8/26/1987,1/1/9999,Senior Staff,d007,Sales
14792,Aiichiro,Michaeli,11/23/1964,4/13/1996,1/1/9999,Technique Leader,d004,Production
14795,Dung,Merkl,6/7/1964,11/25/1995,1/1/9999,Technique Leader,d009,Customer Service
14800,Mabry,Camurati,8/29/1964,9/14/1992,1/1/9999,Assistant Engineer,d004,Production
14813,Naftali,Alpin,8/16/1964,10/21/1985,1/1/9999,Senior Staff,d007,Sales
14847,Matk,Perng,8/16/1964,9/7/1995,1/1/9999,Senior Staff,d007,Sales
14870,Weicheng,Stranks,11/21/1964,12/26/1992,1/1/9999,Engineer,d005,Development
14893,Jacqueline,Bael,4/18/1964,5/23/1988,1/1/9999,Engineer,d005,Development
14917,Munir,Hofman,2/23/1964,9/8/1994,1/1/9999,Senior Staff,d003,Human Resources
14931,Heeju,Luef,11/15/1964,5/23/1997,1/1/9999,Senior Engineer,d005,Development
14938,King,Mitina,1/3/1964,4/30/1986,1/1/9999,Senior Staff,d003,Human Resources
14944,Jixiang,Douceur,1/30/1964,9/27/1991,1/1/9999,Senior Staff,d009,Customer Service
14951,Temple,Goodrum,12/30/1964,12/24/1991,1/1/9999,Senior Staff,d003,Human Resources
14953,Chinya,Wallrath,2/17/1964,8/25/1986,1/1/9999,Engineer,d006,Quality Management
14969,Hongzue,Himler,1/23/1964,1/3/1986,1/1/9999,Senior Staff,d007,Sales
14974,Joydip,Adachi,5/21/1964,2/12/1990,1/1/9999,Engineer,d005,Development
15001,Brewster,Kawashimo,6/19/1964,2/2/1985,1/1/9999,Engineer,d004,Production
15022,Krisda,Mitchem,8/26/1964,9/27/1996,1/1/9999,Senior Engineer,d004,Production
15053,Shigeu,Raczkowsky,12/25/1964,11/28/1996,1/1/9999,Staff,d007,Sales
15103,Eran,Rosiles,4/5/1964,3/19/1999,1/1/9999,Engineer,d005,Development
15106,Rutger,Gornas,7/1/1964,11/1/1996,1/1/9999,Engineer,d005,Development
15125,Heather,Brodal,9/13/1964,11/20/1995,1/1/9999,Senior Staff,d003,Human Resources
15149,Erzsebet,Chandrasekhar,2/11/1964,3/8/1999,1/1/9999,Senior Engineer,d005,Development
15173,KayLiang,Naumovich,11/16/1964,1/3/1993,1/1/9999,Engineer,d005,Development
15189,Pascal,Strandh,11/9/1964,6/11/1988,1/1/9999,Engineer,d005,Development
15191,Kazuhiro,Seuren,2/12/1964,1/8/1989,1/1/9999,Technique Leader,d005,Development
15235,Zhongwei,Luff,5/16/1964,10/16/1990,1/1/9999,Senior Staff,d008,Research
15257,Ishfaq,Schauser,7/3/1964,9/16/1987,1/1/9999,Senior Staff,d002,Finance
15289,Flemming,Lagarias,2/2/1964,8/17/1994,1/1/9999,Assistant Engineer,d005,Development
15293,Pantung,Puppo,4/29/1964,8/9/2000,1/1/9999,Technique Leader,d009,Customer Service
15306,Gurbir,Katzenelson,9/26/1964,3/8/1999,1/1/9999,Staff,d007,Sales
15309,Zijian,Kambil,6/30/1964,10/4/1999,1/1/9999,Staff,d008,Research
15315,Jayesh,Francisci,9/9/1964,1/14/1996,1/1/9999,Staff,d002,Finance
15327,Jeanne,Vakili,9/21/1964,7/10/1990,1/1/9999,Technique Leader,d004,Production
15339,Zhonghui,Ranai,1/29/1964,5/2/1992,1/1/9999,Assistant Engineer,d005,Development
15355,Hisao,Yurov,9/16/1964,10/9/1987,1/1/9999,Senior Engineer,d004,Production
15360,Xianlong,Neiman,1/7/1964,2/4/1998,1/1/9999,Staff,d001,Marketing
15364,Sakthirel,Quittner,2/19/1964,5/6/1999,1/1/9999,Senior Staff,d007,Sales
15393,Fumitaka,Itzigehl,8/8/1964,11/25/1992,1/1/9999,Senior Staff,d002,Finance
15397,Remco,Gargeya,2/29/1964,8/13/1990,1/1/9999,Senior Engineer,d005,Development
15405,Richard,Munch,11/19/1964,7/19/1989,1/1/9999,Assistant Engineer,d005,Development
15436,Kwangsub,Negoita,3/13/1964,1/27/1999,1/1/9999,Senior Staff,d002,Finance
15437,Qiwen,Garigliano,1/21/1964,4/18/1991,1/1/9999,Engineer,d004,Production
15444,Shir,Schreiter,8/1/1964,3/8/1989,1/1/9999,Senior Engineer,d004,Production
15449,Yinghua,Kropf,4/17/1964,3/27/2001,1/1/9999,Senior Staff,d009,Customer Service
15457,Boalin,Scallan,7/6/1964,12/26/1989,1/1/9999,Senior Staff,d004,Production
15485,Sadun,Comellas,7/16/1964,11/7/1988,1/1/9999,Senior Engineer,d004,Production
15486,Mariangiola,Zhang,6/14/1964,2/20/1989,1/1/9999,Engineer,d005,Development
15495,Sven,Rotem,6/4/1964,5/25/1988,1/1/9999,Senior Staff,d007,Sales
15502,Susanne,Rahier,11/10/1964,5/14/1991,1/1/9999,Engineer,d005,Development
15533,Gift,Gien,4/30/1964,5/21/1989,1/1/9999,Senior Staff,d007,Sales
15542,Mariangiola,Hardjono,3/1/1964,4/26/1988,1/1/9999,Senior Engineer,d005,Development
15547,Leandro,Murillo,3/5/1964,2/3/1987,1/1/9999,Engineer,d005,Development
15574,Evgueni,Kalloufi,4/24/1964,12/19/1988,1/1/9999,Senior Staff,d002,Finance
15599,Filipe,Piancastelli,11/23/1964,2/16/1987,1/1/9999,Senior Staff,d008,Research
15620,Alejandro,Randi,4/10/1964,2/14/1987,1/1/9999,Senior Staff,d007,Sales
15624,Marit,Codenie,4/15/1964,5/26/1991,1/1/9999,Technique Leader,d005,Development
15663,Bartek,Maccarone,10/8/1964,4/18/1990,1/1/9999,Engineer,d004,Production
15704,Hisao,Lamba,12/25/1964,7/29/1996,1/1/9999,Engineer,d005,Development
15725,Shuichi,Petersohn,7/4/1964,11/4/1987,1/1/9999,Senior Staff,d007,Sales
15792,Stabislas,Suessmith,9/27/1964,2/24/1993,1/1/9999,Technique Leader,d005,Development
15797,Qingxiang,Rosis,11/20/1964,4/24/1991,1/1/9999,Engineer,d004,Production
15798,Heejo,Rajcani,7/23/1964,3/2/1994,1/1/9999,Assistant Engineer,d006,Quality Management
15817,Kagan,Frolund,5/19/1964,12/4/1990,1/1/9999,Senior Engineer,d005,Development
15820,Petter,Kaelbling,2/11/1964,7/18/1998,1/1/9999,Engineer,d005,Development
15823,Angus,Langford,2/21/1964,10/29/1994,1/1/9999,Senior Staff,d009,Customer Service
15852,Nathalie,Bonifati,10/22/1964,6/1/1988,1/1/9999,Senior Engineer,d004,Production
15862,Gao,Wrigley,4/24/1964,5/5/1995,1/1/9999,Engineer,d005,Development
15881,Ortrun,Luby,5/11/1964,9/27/1986,1/1/9999,Engineer,d004,Production
15888,Salvador,Zumaque,4/14/1964,8/7/1987,1/1/9999,Senior Staff,d002,Finance
15897,Menkae,Perez,11/8/1964,1/7/1996,1/1/9999,Senior Engineer,d005,Development
15898,Zengping,Bail,3/14/1964,4/25/1996,1/1/9999,Senior Staff,d001,Marketing
15950,Subir,Baak,1/27/1964,8/16/1993,1/1/9999,Senior Staff,d009,Customer Service
15953,Make,Steinauer,7/26/1964,11/4/1990,1/1/9999,Senior Staff,d007,Sales
15959,Yannik,Milicia,3/11/1964,1/27/1996,1/1/9999,Staff,d008,Research
15962,Mooi,Barvinok,7/26/1964,3/11/1996,1/1/9999,Staff,d008,Research
15980,Bernardo,Kakkad,10/7/1964,10/21/1992,1/1/9999,Senior Staff,d007,Sales
15998,Urs,Speel,3/16/1964,7/21/1995,1/1/9999,Senior Staff,d003,Human Resources
16007,Premsyl,Dalton,5/30/1964,4/15/1988,1/1/9999,Engineer,d005,Development
16021,Mary,Ananiadou,6/4/1964,5/21/1994,1/1/9999,Engineer,d005,Development
16031,Elliott,Parveen,11/3/1964,12/17/1993,1/1/9999,Senior Staff,d007,Sales
16038,Sreenivas,Schrift,10/16/1964,11/1/1997,1/1/9999,Staff,d009,Customer Service
16048,Rance,Demir,5/13/1964,12/13/1994,1/1/9999,Senior Staff,d002,Finance
16091,Yucai,Belinskaya,9/28/1964,1/10/1987,1/1/9999,Engineer,d005,Development
16098,Stella,Fortenbacher,12/11/1964,9/30/1985,1/1/9999,Engineer,d004,Production
16115,Haldun,Silva,11/30/1964,11/14/1985,1/1/9999,Senior Staff,d007,Sales
16125,Mori,Alpin,8/19/1964,11/12/1989,1/1/9999,Engineer,d005,Development
16128,Guenter,Bain,5/17/1964,7/13/1994,1/1/9999,Engineer,d005,Development
16168,JoAnna,Ashish,2/5/1964,10/15/1986,1/1/9999,Assistant Engineer,d004,Production
16210,Paloma,Hardjono,10/22/1964,1/18/1991,1/1/9999,Senior Staff,d008,Research
16275,Maja,Ruemmler,6/8/1964,11/25/1987,1/1/9999,Engineer,d005,Development
16303,Jamaludin,VanScheik,2/27/1964,3/13/1989,1/1/9999,Senior Staff,d002,Finance
16321,Parviz,Schlenzig,7/16/1964,1/13/1989,1/1/9999,Senior Staff,d009,Customer Service
16339,Luise,Gunderson,9/28/1964,7/5/1996,1/1/9999,Staff,d009,Customer Service
16344,Odoardo,Brlek,3/18/1964,3/31/1996,1/1/9999,Senior Engineer,d006,Quality Management
16356,Sibyl,Woycyznski,6/25/1964,12/5/1988,1/1/9999,Senior Staff,d001,Marketing
16371,Duri,Danlos,3/25/1964,5/12/1987,1/1/9999,Senior Staff,d009,Customer Service
16376,Mamdouh,Smailagic,1/21/1964,4/7/1997,1/1/9999,Engineer,d006,Quality Management
16385,Houman,Jonsson,11/25/1964,5/25/1998,1/1/9999,Engineer,d004,Production
16394,Chinho,Gluchowski,1/16/1964,2/3/1986,1/1/9999,Senior Staff,d003,Human Resources
16409,Khedija,Papadias,5/13/1964,7/17/1994,1/1/9999,Assistant Engineer,d006,Quality Management
16416,Ramzi,Kaltofen,1/30/1964,12/29/1995,1/1/9999,Engineer,d005,Development
16428,Arun,Chinin,9/5/1964,6/2/2000,1/1/9999,Senior Staff,d001,Marketing
16458,Lubomir,Ulupinar,8/12/1964,12/17/1994,1/1/9999,Senior Staff,d009,Customer Service
16468,Adel,Thiran,1/30/1964,9/15/1990,1/1/9999,Engineer,d005,Development
16476,Mitsuyuki,Huttel,2/15/1964,4/22/1988,1/1/9999,Technique Leader,d004,Production
16501,Fayez,Veldwijk,7/14/1964,4/13/1997,1/1/9999,Staff,d008,Research
16513,Toney,Auria,10/15/1964,3/3/1987,1/1/9999,Senior Staff,d007,Sales
16522,Jongsuk,Luks,11/12/1964,4/26/1997,1/1/9999,Staff,d001,Marketing
16573,Uinam,Swick,1/19/1964,6/13/1991,1/1/9999,Senior Engineer,d005,Development
16598,Sivanarayana,Hiltgen,12/21/1964,5/13/1990,1/1/9999,Senior Engineer,d005,Development
16602,Zorica,Hinsberger,3/8/1964,4/7/1998,1/1/9999,Staff,d001,Marketing
16610,Geoffry,Holburn,6/11/1964,8/2/1989,1/1/9999,Senior Staff,d008,Research
16628,Sumali,Nollmann,12/3/1964,9/23/1997,1/1/9999,Engineer,d005,Development
16638,Masanao,Rouquie,8/5/1964,3/5/1992,1/1/9999,Senior Staff,d001,Marketing
16697,Rasikan,Kavraki,11/24/1964,4/29/1990,1/1/9999,Assistant Engineer,d005,Development
16701,Yongqiao,Picht,10/21/1964,1/17/2000,1/1/9999,Staff,d003,Human Resources
16710,Arumugam,Escriba,1/10/1964,1/31/1993,1/1/9999,Senior Staff,d007,Sales
16745,Xianlong,Zwicker,2/16/1964,7/9/1994,1/1/9999,Senior Staff,d007,Sales
16770,Guiseppe,Gonthier,3/26/1964,6/20/1998,1/1/9999,Engineer,d004,Production
16822,Shen,Spell,1/8/1964,3/3/1989,1/1/9999,Senior Staff,d009,Customer Service
16865,Gou,Rosin,6/12/1964,1/8/1986,1/1/9999,Senior Staff,d009,Customer Service
16882,Tetsurou,Danecki,5/4/1964,7/24/1999,1/1/9999,Staff,d001,Marketing
16936,Vitaly,Baar,10/1/1964,9/26/1996,1/1/9999,Staff,d007,Sales
16946,Owen,Quaggetto,11/2/1964,3/3/1997,1/1/9999,Senior Engineer,d004,Production
16956,Tetsurou,Bennet,2/18/1964,10/5/1998,1/1/9999,Staff,d007,Sales
16963,Monique,Lalonde,11/7/1964,7/6/1988,1/1/9999,Senior Engineer,d005,Development
16968,Patricio,Stifter,7/16/1964,1/23/1991,1/1/9999,Engineer,d005,Development
16989,Limsoon,Ruther,11/6/1964,3/23/2002,1/1/9999,Assistant Engineer,d009,Customer Service
17009,Carrsten,Jansen,7/22/1964,11/19/1992,1/1/9999,Senior Staff,d007,Sales
17026,Sham,Hockney,11/21/1964,5/29/1986,1/1/9999,Senior Staff,d007,Sales
17027,Quingbo,Birge,5/28/1964,2/15/1993,1/1/9999,Senior Staff,d001,Marketing
17050,Koldo,Oppitz,10/25/1964,8/19/2001,1/1/9999,Engineer,d008,Research
17083,Masoud,Gurbaxani,12/17/1964,10/11/1993,1/1/9999,Engineer,d004,Production
17094,Nagui,Lorcy,5/26/1964,10/5/1995,1/1/9999,Engineer,d008,Research
17099,Pohua,Jayawardene,5/14/1964,4/14/1996,1/1/9999,Engineer,d005,Development
17113,Ymte,Fujisawa,7/21/1964,8/14/1996,1/1/9999,Engineer,d004,Production
17121,Thanasis,Lorys,2/17/1964,1/18/1988,1/1/9999,Engineer,d005,Development
17149,Leen,Griswold,12/12/1964,9/3/1996,1/1/9999,Senior Staff,d001,Marketing
17164,Pranjal,Birta,5/30/1964,12/17/1988,1/1/9999,Engineer,d005,Development
17177,Garnet,Highland,1/30/1964,10/8/1987,1/1/9999,Engineer,d005,Development
17202,Jayesh,Quittner,3/3/1964,12/17/1997,1/1/9999,Staff,d007,Sales
17238,Achilleas,Schach,8/12/1964,7/7/1985,1/1/9999,Senior Staff,d007,Sales
17249,Zhiwei,Horswill,8/29/1964,7/6/1990,1/1/9999,Senior Staff,d009,Customer Service
17273,Aiichiro,Verhaegen,3/5/1964,7/6/1985,1/1/9999,Senior Engineer,d004,Production
17286,Arunachalam,Ermel,8/8/1964,7/7/1989,1/1/9999,Engineer,d005,Development
17310,Florian,Stemann,6/19/1964,9/26/1996,1/1/9999,Senior Engineer,d004,Production
17332,Valery,Grospietsch,1/9/1964,3/2/1985,1/1/9999,Senior Staff,d007,Sales
17360,Gunilla,Bridgland,11/28/1964,12/5/1996,1/1/9999,Engineer,d006,Quality Management
17367,Tooru,Parfitt,9/18/1964,1/23/1992,1/1/9999,Senior Staff,d007,Sales
17376,Moheb,Fadgyas,10/13/1964,1/12/1988,1/1/9999,Senior Engineer,d004,Production
17381,Maia,Shimshoni,7/10/1964,3/27/1998,1/1/9999,Engineer,d005,Development
17404,Martijn,Penttonen,4/5/1964,2/23/1989,1/1/9999,Technique Leader,d006,Quality Management
17420,Jinpo,Stamatiou,5/22/1964,10/13/1988,1/1/9999,Senior Staff,d007,Sales
17433,Flemming,Wegerle,5/21/1964,9/29/1985,1/1/9999,Technique Leader,d005,Development
17469,Chiradeep,Khamsi,12/19/1964,10/18/1991,1/1/9999,Senior Staff,d007,Sales
17473,Constantine,Ravishankar,5/5/1964,10/2/1991,1/1/9999,Senior Staff,d009,Customer Service
17475,Mingdong,Callaway,4/29/1964,2/28/1987,1/1/9999,Senior Engineer,d004,Production
17530,Martina,Granlund,10/11/1964,11/4/1986,1/1/9999,Engineer,d006,Quality Management
17533,Xuejia,Perin,11/25/1964,2/5/2000,1/1/9999,Technique Leader,d008,Research
17535,Eishiro,Rouquie,5/9/1964,9/28/1985,1/1/9999,Assistant Engineer,d005,Development
17537,Jaewoo,Rosay,8/2/1964,2/26/1988,1/1/9999,Engineer,d004,Production
17560,Garnik,Giveon,7/15/1964,1/23/1997,1/1/9999,Staff,d007,Sales
17569,Susanna,Vickson,10/13/1964,12/26/1994,1/1/9999,Staff,d003,Human Resources
17572,Bingning,Alpay,7/18/1964,10/4/1988,1/1/9999,Engineer,d005,Development
17575,Gor,Duclos,3/4/1964,11/11/1988,1/1/9999,Engineer,d005,Development
17578,Janche,Molenkamp,9/4/1964,9/13/1994,1/1/9999,Engineer,d009,Customer Service
17602,Jouni,Kusakari,5/12/1964,2/19/1993,1/1/9999,Senior Staff,d009,Customer Service
17620,Heather,Simkin,10/14/1964,2/24/1996,1/1/9999,Engineer,d005,Development
17624,Isamu,Emiris,8/3/1964,8/20/1998,1/1/9999,Senior Staff,d003,Human Resources
17641,Jaber,Parhami,12/13/1964,5/17/1987,1/1/9999,Senior Staff,d007,Sales
17654,Syozo,Hanratty,11/14/1964,11/12/1997,1/1/9999,Technique Leader,d005,Development
17700,Adam,McAlpine,3/28/1964,11/23/1992,1/1/9999,Engineer,d005,Development
17724,Zhiguo,Luks,4/29/1964,4/18/1986,1/1/9999,Engineer,d005,Development
17734,Fox,Matzov,5/24/1964,12/12/1995,1/1/9999,Engineer,d005,Development
17766,Irene,Oxenboll,11/23/1964,11/4/1996,1/1/9999,Engineer,d008,Research
17773,Joydip,Hebden,12/13/1964,5/26/1995,1/1/9999,Senior Staff,d003,Human Resources
17781,Amstein,Birke,2/10/1964,12/20/1994,1/1/9999,Senior Staff,d003,Human Resources
17784,Ung,Kavvadias,8/5/1964,8/9/1998,1/1/9999,Engineer,d005,Development
17795,Houman,Solares,5/18/1964,11/23/1992,1/1/9999,Senior Engineer,d006,Quality Management
17831,Boaz,Peha,9/8/1964,6/24/1996,1/1/9999,Engineer,d004,Production
17850,Mabhin,Anily,9/23/1964,5/26/1997,1/1/9999,Engineer,d006,Quality Management
17865,Djenana,Syrotiuk,5/24/1964,10/13/1992,1/1/9999,Engineer,d004,Production
17876,Perla,Schueller,9/18/1964,8/14/1994,1/1/9999,Senior Staff,d002,Finance
17905,Wuxu,Vilarrasa,12/19/1964,2/11/1985,1/1/9999,Senior Engineer,d005,Development
17924,Mikhail,Mitchem,6/27/1964,5/10/1995,1/1/9999,Senior Staff,d007,Sales
17928,Petter,Siprelle,12/8/1964,10/20/1994,1/1/9999,Staff,d008,Research
17929,Nigel,Cusworth,10/26/1964,1/11/1991,1/1/9999,Senior Staff,d002,Finance
17933,Morris,Schnabel,1/21/1964,9/29/1993,1/1/9999,Engineer,d004,Production
17954,Zhigen,Spelt,5/6/1964,5/5/1985,1/1/9999,Senior Staff,d001,Marketing
17965,Abdelwaheb,Thummel,7/26/1964,1/17/1999,1/1/9999,Senior Staff,d008,Research
18004,George,Miyakawa,4/16/1964,4/1/1995,1/1/9999,Staff,d007,Sales
18026,Vesna,Backhouse,11/25/1964,4/18/1993,1/1/9999,Senior Staff,d007,Sales
18039,Danco,Rubsam,3/3/1964,5/31/1988,1/1/9999,Technique Leader,d004,Production
18048,Sigeru,Matzke,3/22/1964,12/4/1991,1/1/9999,Senior Staff,d008,Research
18052,Hongzue,Samarati,10/9/1964,4/9/1994,1/1/9999,Engineer,d004,Production
18107,Augustine,Mondadori,3/29/1964,6/13/1998,1/1/9999,Senior Engineer,d005,Development
18111,Gaetan,Litzkow,1/7/1964,10/2/1998,1/1/9999,Staff,d002,Finance
18147,Mahmut,Bierbaum,11/6/1964,8/7/1985,1/1/9999,Senior Staff,d008,Research
18168,Shugo,Stassinopoulos,8/9/1964,8/26/2001,1/1/9999,Technique Leader,d009,Customer Service
18179,Owen,Heijenga,11/26/1964,5/24/1993,1/1/9999,Senior Staff,d007,Sales
18188,Jagoda,Joslin,7/29/1964,4/5/1999,1/1/9999,Senior Engineer,d004,Production
18192,KayLiang,Bazelow,4/20/1964,1/31/1987,1/1/9999,Engineer,d005,Development
18197,Lihong,Luks,11/30/1964,3/3/1994,1/1/9999,Senior Staff,d008,Research
18227,Shugo,Dulay,12/6/1964,7/28/1985,1/1/9999,Senior Staff,d002,Finance
18229,Huan,Baranowski,2/28/1964,10/5/1993,1/1/9999,Senior Staff,d003,Human Resources
18257,Conrado,Serra,10/24/1964,2/19/1993,1/1/9999,Senior Staff,d008,Research
18258,Matt,Hiroyama,2/28/1964,3/20/1992,1/1/9999,Senior Staff,d007,Sales
18266,Kiyokazu,Sommen,2/6/1964,11/26/1994,1/1/9999,Assistant Engineer,d005,Development
18292,Noritoshi,Auria,7/4/1964,10/27/1997,1/1/9999,Staff,d003,Human Resources
18304,Moon,Kowalchuk,12/30/1964,6/9/2001,1/1/9999,Staff,d007,Sales
18307,Barton,Stentiford,8/24/1964,9/30/1992,1/1/9999,Engineer,d005,Development
18336,Arunachalam,Binding,10/26/1964,1/4/1994,1/1/9999,Assistant Engineer,d005,Development
18351,Serap,Worfolk,3/25/1964,1/15/1996,1/1/9999,Engineer,d004,Production
18363,Mamdouh,Peres,1/16/1964,1/31/1999,1/1/9999,Staff,d007,Sales
18377,Paraskevi,Farris,11/15/1964,9/19/1997,1/1/9999,Staff,d009,Customer Service
18380,Fumino,Whittlesey,4/16/1964,9/8/1994,1/1/9999,Engineer,d006,Quality Management
18411,Yolla,Nooteboom,5/17/1964,11/2/1998,1/1/9999,Senior Staff,d002,Finance
18437,Jianwen,Gaughan,1/11/1964,1/4/1987,1/1/9999,Senior Staff,d003,Human Resources
18440,Kagan,Schrooten,2/2/1964,1/3/1997,1/1/9999,Staff,d009,Customer Service
18479,Mechthild,Gulla,9/17/1964,9/10/1998,1/1/9999,Staff,d007,Sales
18489,Sadun,McFarlin,1/9/1964,5/10/1994,1/1/9999,Engineer,d005,Development
18494,Marlo,Chepyzhov,3/20/1964,7/10/1998,1/1/9999,Staff,d009,Customer Service
18522,Shaw,Mawatari,4/25/1964,2/12/1991,1/1/9999,Assistant Engineer,d004,Production
18534,Valeska,Unno,2/29/1964,11/8/1986,1/1/9999,Engineer,d004,Production
18588,Temple,Narahara,5/7/1964,7/2/1986,1/1/9999,Senior Staff,d001,Marketing
18589,Weicheng,Thummel,7/9/1964,6/10/1995,1/1/9999,Engineer,d005,Development
18597,Jayesh,Nergos,7/23/1964,5/30/1989,1/1/9999,Senior Staff,d007,Sales
18603,Xuejia,Rosiles,3/20/1964,4/7/1992,1/1/9999,Senior Staff,d007,Sales
18624,Bader,Lindenbaum,10/10/1964,4/29/1998,1/1/9999,Engineer,d005,Development
18625,Tuval,Brodie,11/5/1964,10/12/1989,1/1/9999,Engineer,d005,Development
18626,Mountaz,Janocha,5/6/1964,6/1/1993,1/1/9999,Senior Engineer,d005,Development
18674,Cedric,Schaap,9/22/1964,11/13/1995,1/1/9999,Assistant Engineer,d005,Development
18736,Kish,Sichman,12/8/1964,12/15/1987,1/1/9999,Engineer,d004,Production
18740,Serap,Zedlitz,8/2/1964,10/24/1994,1/1/9999,Staff,d002,Finance
18746,Troy,Zlotek,8/17/1964,12/9/1994,1/1/9999,Senior Engineer,d005,Development
18758,Randy,Dratva,12/5/1964,11/15/1988,1/1/9999,Engineer,d005,Development
18776,Alper,Desikan,9/27/1964,1/28/1995,1/1/9999,Senior Staff,d001,Marketing
18777,Adam,Rahier,9/9/1964,8/20/1985,1/1/9999,Senior Staff,d009,Customer Service
18801,Erez,Tsukuda,8/7/1964,4/29/1999,1/1/9999,Staff,d003,Human Resources
18803,Tomokazu,Marchesini,3/22/1964,11/24/1987,1/1/9999,Senior Staff,d002,Finance
18822,Xiaoshan,Samarati,9/12/1964,12/12/1995,1/1/9999,Engineer,d008,Research
18824,Divier,Osgood,8/25/1964,6/24/1986,1/1/9999,Senior Staff,d001,Marketing
18831,Mostafa,Garigliano,2/26/1964,8/13/1991,1/1/9999,Engineer,d009,Customer Service
18862,Ramalingam,Antonakopoulos,2/24/1964,11/8/1997,1/1/9999,Senior Staff,d007,Sales
18869,Aamod,Debuse,3/24/1964,7/11/1991,1/1/9999,Senior Staff,d007,Sales
18893,Eben,Randi,1/25/1964,10/19/1997,1/1/9999,Staff,d009,Customer Service
18898,Zhilian,Gide,7/17/1964,5/10/1998,1/1/9999,Staff,d001,Marketing
18911,Ortrud,Pena,4/14/1964,7/3/1989,1/1/9999,Engineer,d006,Quality Management
18914,Dharmaraja,Lupu,2/20/1964,11/16/1991,1/1/9999,Engineer,d004,Production
18915,JoAnna,Krone,9/4/1964,2/6/1998,1/1/9999,Staff,d008,Research
18950,Percy,Sessa,11/19/1964,8/4/1992,1/1/9999,Senior Staff,d001,Marketing
18952,Tonny,Cooman,12/26/1964,4/6/1991,1/1/9999,Senior Engineer,d004,Production
18956,Muzhong,Zizka,8/2/1964,1/18/1990,1/1/9999,Senior Staff,d001,Marketing
18988,Berry,Reeken,11/28/1964,7/2/1996,1/1/9999,Senior Staff,d007,Sales
18990,Maris,Badache,4/29/1964,6/20/1995,1/1/9999,Engineer,d005,Development
18992,Yongmin,Hedayat,11/20/1964,2/11/1993,1/1/9999,Assistant Engineer,d004,Production
19002,Munehiko,Hoppenstand,1/14/1964,9/14/1988,1/1/9999,Senior Staff,d008,Research
19016,Adam,Hiraishi,10/8/1964,2/13/1998,1/1/9999,Senior Engineer,d004,Production
19017,Sibyl,Ducloy,4/28/1964,2/21/1993,1/1/9999,Senior Staff,d007,Sales
19026,Zhongwei,Arlazarov,5/1/1964,1/7/2000,1/1/9999,Staff,d007,Sales
19045,Gio,Zaccaria,5/19/1964,12/7/2000,1/1/9999,Senior Engineer,d005,Development
19077,Jouni,Kaelbling,12/6/1964,5/6/1994,1/1/9999,Engineer,d004,Production
19100,Mantis,Erev,5/25/1964,1/20/1997,1/1/9999,Staff,d007,Sales
19112,Caolyn,Jeansoulin,5/12/1964,7/11/1991,1/1/9999,Senior Staff,d007,Sales
19128,Roddy,Schwartzburd,6/17/1964,8/28/1987,1/1/9999,Senior Staff,d007,Sales
19130,Weiwu,Penz,10/21/1964,11/23/1998,1/1/9999,Engineer,d004,Production
19152,Xudong,McAffer,3/8/1964,8/9/1998,1/1/9999,Staff,d007,Sales
19156,Fumitaka,Mullainathan,10/31/1964,6/8/1991,1/1/9999,Engineer,d004,Production
19161,Charlene,Rosenbaum,10/24/1964,9/19/1995,1/1/9999,Staff,d007,Sales
19178,Jaideep,Chinal,1/5/1964,4/30/1986,1/1/9999,Senior Staff,d003,Human Resources
19203,Ipke,Zlotek,4/7/1964,2/20/1990,1/1/9999,Engineer,d005,Development
19210,Huican,Mondadori,9/2/1964,11/25/1995,1/1/9999,Senior Staff,d009,Customer Service
19238,Sarita,Birge,6/6/1964,8/14/1989,1/1/9999,Senior Staff,d002,Finance
19241,Vojin,Vernadat,7/15/1964,5/15/1989,1/1/9999,Engineer,d005,Development
19262,Hausi,Genin,6/15/1964,9/1/1992,1/1/9999,Engineer,d005,Development
19264,Srinidhi,Collavizza,11/14/1964,4/29/1993,1/1/9999,Engineer,d004,Production
19266,Munehiko,Reutenauer,9/9/1964,12/14/1994,1/1/9999,Staff,d009,Customer Service
19355,Akeno,Zeleznik,8/9/1964,8/1/1986,1/1/9999,Engineer,d005,Development
19362,Eirik,Lorho,12/14/1964,11/30/1993,1/1/9999,Senior Staff,d003,Human Resources
19385,Christ,DuBourdieux,9/27/1964,3/20/1997,1/1/9999,Senior Staff,d002,Finance
